Transcript	Gene
Vitvi05_01chr08g24280_t002	Vitvi05_01chr08g24280
Vitvi05_01chr08g24280_t003	Vitvi05_01chr08g24280
Vitvi05_01chr08g24280_t001	Vitvi05_01chr08g24280
Vitvi05_01chr08g24290_t001	Vitvi05_01chr08g24290
Vitvi05_01chr08g24300_t001	Vitvi05_01chr08g24300
Vitvi05_01chr08g24310_t001	Vitvi05_01chr08g24310
Vitvi05_01chr08g24320_t001	Vitvi05_01chr08g24320
Vitvi05_01chr08g24330_t001	Vitvi05_01chr08g24330
Vitvi05_01chr08g24340_t001	Vitvi05_01chr08g24340
Vitvi05_01chr08g24350_t001	Vitvi05_01chr08g24350
Vitvi05_01chr08g24360_t001	Vitvi05_01chr08g24360
Vitvi05_01chr08g24370_t001	Vitvi05_01chr08g24370
Vitvi05_01chr08g24380_t001	Vitvi05_01chr08g24380
Vitvi05_01chr08g24390_t001	Vitvi05_01chr08g24390
Vitvi05_01chr08g24400_t001	Vitvi05_01chr08g24400
Vitvi05_01chr08g24410_t001	Vitvi05_01chr08g24410
Vitvi05_01chr08g24420_t001	Vitvi05_01chr08g24420
Vitvi05_01chr08g24420_t002	Vitvi05_01chr08g24420
Vitvi05_01chr08g24430_t001	Vitvi05_01chr08g24430
Vitvi05_01chr08g24440_t001	Vitvi05_01chr08g24440
Vitvi05_01chr08g24450_t001	Vitvi05_01chr08g24450
Vitvi05_01chr08g24460_t001	Vitvi05_01chr08g24460
Vitvi05_01chr08g24470_t001	Vitvi05_01chr08g24470
Vitvi05_01chr08g24480_t001	Vitvi05_01chr08g24480
Vitvi05_01chr08g24490_t001	Vitvi05_01chr08g24490
Vitvi05_01chr08g24500_t001	Vitvi05_01chr08g24500
Vitvi05_01chr08g24510_t001	Vitvi05_01chr08g24510
Vitvi05_01chr08g24520_t002	Vitvi05_01chr08g24520
Vitvi05_01chr08g24520_t001	Vitvi05_01chr08g24520
Vitvi05_01chr08g24530_t002	Vitvi05_01chr08g24530
Vitvi05_01chr08g24530_t001	Vitvi05_01chr08g24530
Vitvi05_01chr08g24540_t001	Vitvi05_01chr08g24540
Vitvi05_01chr08g24550_t001	Vitvi05_01chr08g24550
Vitvi05_01chr08g24560_t002	Vitvi05_01chr08g24560
Vitvi05_01chr08g24560_t001	Vitvi05_01chr08g24560
Vitvi05_01chr08g24570_t001	Vitvi05_01chr08g24570
Vitvi05_01chr08g24580_t001	Vitvi05_01chr08g24580
Vitvi05_01chr08g24580_t002	Vitvi05_01chr08g24580
Vitvi05_01chr08g24590_t001	Vitvi05_01chr08g24590
Vitvi05_01chr08g24600_t002	Vitvi05_01chr08g24600
Vitvi05_01chr08g24600_t001	Vitvi05_01chr08g24600
Vitvi05_01chr08g24610_t002	Vitvi05_01chr08g24610
Vitvi05_01chr08g24610_t001	Vitvi05_01chr08g24610
Vitvi05_01chr08g24620_t001	Vitvi05_01chr08g24620
Vitvi05_01chr08g24630_t001	Vitvi05_01chr08g24630
Vitvi05_01chr08g24640_t001	Vitvi05_01chr08g24640
Vitvi05_01chr08g24650_t001	Vitvi05_01chr08g24650
Vitvi05_01chr08g24660_t002	Vitvi05_01chr08g24660
Vitvi05_01chr08g24660_t001	Vitvi05_01chr08g24660
Vitvi05_01chr08g24670_t001	Vitvi05_01chr08g24670
Vitvi05_01chr08g24680_t002	Vitvi05_01chr08g24680
Vitvi05_01chr08g24680_t001	Vitvi05_01chr08g24680
Vitvi05_01chr08g24690_t001	Vitvi05_01chr08g24690
Vitvi05_01chr08g24700_t001	Vitvi05_01chr08g24700
Vitvi05_01chr08g24710_t001	Vitvi05_01chr08g24710
Vitvi05_01chr08g24720_t001	Vitvi05_01chr08g24720
Vitvi05_01chr08g24730_t001	Vitvi05_01chr08g24730
Vitvi05_01chr08g24740_t001	Vitvi05_01chr08g24740
Vitvi05_01chr08g24750_t001	Vitvi05_01chr08g24750
Vitvi05_01chr08g24760_t002	Vitvi05_01chr08g24760
Vitvi05_01chr08g24760_t001	Vitvi05_01chr08g24760
Vitvi05_01chr08g24770_t001	Vitvi05_01chr08g24770
Vitvi05_01chr08g24780_t001	Vitvi05_01chr08g24780
Vitvi05_01chr08g24790_t001	Vitvi05_01chr08g24790
Vitvi05_01chr08g24800_t001	Vitvi05_01chr08g24800
Vitvi05_01chr08g24810_t001	Vitvi05_01chr08g24810
Vitvi05_01chr08g24820_t001	Vitvi05_01chr08g24820
Vitvi05_01chr08g24830_t001	Vitvi05_01chr08g24830
Vitvi05_01chr08g24840_t001	Vitvi05_01chr08g24840
Vitvi05_01chr08g24850_t001	Vitvi05_01chr08g24850
Vitvi05_01chr08g24860_t001	Vitvi05_01chr08g24860
Vitvi05_01chr08g24870_t001	Vitvi05_01chr08g24870
Vitvi05_01chr08g24880_t001	Vitvi05_01chr08g24880
Vitvi05_01chr08g24890_t001	Vitvi05_01chr08g24890
Vitvi05_01chr08g24890_t002	Vitvi05_01chr08g24890
Vitvi05_01chr08g24900_t002	Vitvi05_01chr08g24900
Vitvi05_01chr08g24900_t001	Vitvi05_01chr08g24900
Vitvi05_01chr08g24910_t001	Vitvi05_01chr08g24910
Vitvi05_01chr08g24910_t002	Vitvi05_01chr08g24910
Vitvi05_01chr08g24920_t001	Vitvi05_01chr08g24920
Vitvi05_01chr08g24930_t002	Vitvi05_01chr08g24930
Vitvi05_01chr08g24930_t001	Vitvi05_01chr08g24930
Vitvi05_01chr08g24940_t001	Vitvi05_01chr08g24940
Vitvi05_01chr08g24950_t001	Vitvi05_01chr08g24950
Vitvi05_01chr08g24960_t001	Vitvi05_01chr08g24960
Vitvi05_01chr09g00010_t002	Vitvi05_01chr09g00010
Vitvi05_01chr09g00010_t001	Vitvi05_01chr09g00010
Vitvi05_01chr09g00020_t001	Vitvi05_01chr09g00020
Vitvi05_01chr09g00030_t001	Vitvi05_01chr09g00030
Vitvi05_01chr09g00040_t001	Vitvi05_01chr09g00040
Vitvi05_01chr09g00050_t001	Vitvi05_01chr09g00050
Vitvi05_01chr09g00060_t001	Vitvi05_01chr09g00060
Vitvi05_01chr09g00070_t001	Vitvi05_01chr09g00070
Vitvi05_01chr09g00080_t001	Vitvi05_01chr09g00080
Vitvi05_01chr09g00090_t001	Vitvi05_01chr09g00090
Vitvi05_01chr09g00100_t001	Vitvi05_01chr09g00100
Vitvi05_01chr09g00110_t001	Vitvi05_01chr09g00110
Vitvi05_01chr09g00120_t001	Vitvi05_01chr09g00120
Vitvi05_01chr09g00130_t001	Vitvi05_01chr09g00130
Vitvi05_01chr09g00140_t001	Vitvi05_01chr09g00140
Vitvi05_01chr09g00150_t001	Vitvi05_01chr09g00150
Vitvi05_01chr09g00160_t001	Vitvi05_01chr09g00160
Vitvi05_01chr09g00170_t001	Vitvi05_01chr09g00170
Vitvi05_01chr09g00180_t002	Vitvi05_01chr09g00180
Vitvi05_01chr09g00180_t001	Vitvi05_01chr09g00180
Vitvi05_01chr09g00190_t001	Vitvi05_01chr09g00190
Vitvi05_01chr09g00200_t001	Vitvi05_01chr09g00200
Vitvi05_01chr09g00210_t002	Vitvi05_01chr09g00210
Vitvi05_01chr09g00210_t001	Vitvi05_01chr09g00210
Vitvi05_01chr09g00220_t002	Vitvi05_01chr09g00220
Vitvi05_01chr09g00220_t001	Vitvi05_01chr09g00220
Vitvi05_01chr09g00230_t001	Vitvi05_01chr09g00230
Vitvi05_01chr09g00240_t002	Vitvi05_01chr09g00240
Vitvi05_01chr09g00240_t001	Vitvi05_01chr09g00240
Vitvi05_01chr09g00250_t001	Vitvi05_01chr09g00250
Vitvi05_01chr09g00260_t001	Vitvi05_01chr09g00260
Vitvi05_01chr09g00270_t001	Vitvi05_01chr09g00270
Vitvi05_01chr09g00280_t002	Vitvi05_01chr09g00280
Vitvi05_01chr09g00280_t001	Vitvi05_01chr09g00280
Vitvi05_01chr09g00290_t001	Vitvi05_01chr09g00290
Vitvi05_01chr09g00300_t001	Vitvi05_01chr09g00300
Vitvi05_01chr09g00310_t001	Vitvi05_01chr09g00310
Vitvi05_01chr09g00320_t001	Vitvi05_01chr09g00320
Vitvi05_01chr09g00330_t002	Vitvi05_01chr09g00330
Vitvi05_01chr09g00330_t001	Vitvi05_01chr09g00330
Vitvi05_01chr09g00340_t001	Vitvi05_01chr09g00340
Vitvi05_01chr09g00350_t001	Vitvi05_01chr09g00350
Vitvi05_01chr09g00360_t001	Vitvi05_01chr09g00360
Vitvi05_01chr09g00370_t001	Vitvi05_01chr09g00370
Vitvi05_01chr09g00380_t001	Vitvi05_01chr09g00380
Vitvi05_01chr09g00390_t001	Vitvi05_01chr09g00390
Vitvi05_01chr09g00400_t001	Vitvi05_01chr09g00400
Vitvi05_01chr09g00410_t002	Vitvi05_01chr09g00410
Vitvi05_01chr09g00410_t001	Vitvi05_01chr09g00410
Vitvi05_01chr09g00420_t001	Vitvi05_01chr09g00420
Vitvi05_01chr09g00430_t002	Vitvi05_01chr09g00430
Vitvi05_01chr09g00430_t001	Vitvi05_01chr09g00430
Vitvi05_01chr09g00440_t001	Vitvi05_01chr09g00440
Vitvi05_01chr09g00450_t001	Vitvi05_01chr09g00450
Vitvi05_01chr09g00460_t001	Vitvi05_01chr09g00460
Vitvi05_01chr09g00470_t001	Vitvi05_01chr09g00470
Vitvi05_01chr09g00480_t002	Vitvi05_01chr09g00480
Vitvi05_01chr09g00480_t001	Vitvi05_01chr09g00480
Vitvi05_01chr09g00490_t001	Vitvi05_01chr09g00490
Vitvi05_01chr09g00500_t001	Vitvi05_01chr09g00500
Vitvi05_01chr09g00500_t002	Vitvi05_01chr09g00500
Vitvi05_01chr09g00510_t001	Vitvi05_01chr09g00510
Vitvi05_01chr09g00520_t001	Vitvi05_01chr09g00520
Vitvi05_01chr09g00520_t002	Vitvi05_01chr09g00520
Vitvi05_01chr09g00530_t001	Vitvi05_01chr09g00530
Vitvi05_01chr09g00540_t001	Vitvi05_01chr09g00540
Vitvi05_01chr09g00550_t001	Vitvi05_01chr09g00550
Vitvi05_01chr09g00560_t001	Vitvi05_01chr09g00560
Vitvi05_01chr09g00570_t001	Vitvi05_01chr09g00570
Vitvi05_01chr09g00580_t001	Vitvi05_01chr09g00580
Vitvi05_01chr09g00590_t001	Vitvi05_01chr09g00590
Vitvi05_01chr09g00600_t001	Vitvi05_01chr09g00600
Vitvi05_01chr09g00610_t001	Vitvi05_01chr09g00610
Vitvi05_01chr09g00620_t001	Vitvi05_01chr09g00620
Vitvi05_01chr09g00630_t001	Vitvi05_01chr09g00630
Vitvi05_01chr09g00640_t002	Vitvi05_01chr09g00640
Vitvi05_01chr09g00640_t001	Vitvi05_01chr09g00640
Vitvi05_01chr09g00650_t001	Vitvi05_01chr09g00650
Vitvi05_01chr09g00660_t002	Vitvi05_01chr09g00660
Vitvi05_01chr09g00660_t001	Vitvi05_01chr09g00660
Vitvi05_01chr09g00670_t001	Vitvi05_01chr09g00670
Vitvi05_01chr09g00680_t001	Vitvi05_01chr09g00680
Vitvi05_01chr09g00690_t001	Vitvi05_01chr09g00690
Vitvi05_01chr09g00700_t001	Vitvi05_01chr09g00700
Vitvi05_01chr09g00710_t001	Vitvi05_01chr09g00710
Vitvi05_01chr09g00720_t001	Vitvi05_01chr09g00720
Vitvi05_01chr09g00730_t002	Vitvi05_01chr09g00730
Vitvi05_01chr09g00730_t001	Vitvi05_01chr09g00730
Vitvi05_01chr09g00740_t001	Vitvi05_01chr09g00740
Vitvi05_01chr09g00750_t001	Vitvi05_01chr09g00750
Vitvi05_01chr09g00760_t001	Vitvi05_01chr09g00760
Vitvi05_01chr09g00770_t001	Vitvi05_01chr09g00770
Vitvi05_01chr09g00780_t001	Vitvi05_01chr09g00780
Vitvi05_01chr09g00790_t001	Vitvi05_01chr09g00790
Vitvi05_01chr09g00800_t001	Vitvi05_01chr09g00800
Vitvi05_01chr09g00810_t001	Vitvi05_01chr09g00810
Vitvi05_01chr09g00810_t002	Vitvi05_01chr09g00810
Vitvi05_01chr09g00820_t001	Vitvi05_01chr09g00820
Vitvi05_01chr09g00820_t002	Vitvi05_01chr09g00820
Vitvi05_01chr09g00830_t001	Vitvi05_01chr09g00830
Vitvi05_01chr09g00840_t001	Vitvi05_01chr09g00840
Vitvi05_01chr09g00850_t002	Vitvi05_01chr09g00850
Vitvi05_01chr09g00850_t001	Vitvi05_01chr09g00850
Vitvi05_01chr09g00860_t001	Vitvi05_01chr09g00860
Vitvi05_01chr09g00860_t002	Vitvi05_01chr09g00860
Vitvi05_01chr09g00870_t001	Vitvi05_01chr09g00870
Vitvi05_01chr09g00880_t001	Vitvi05_01chr09g00880
Vitvi05_01chr09g00890_t001	Vitvi05_01chr09g00890
Vitvi05_01chr09g00900_t001	Vitvi05_01chr09g00900
Vitvi05_01chr09g00910_t001	Vitvi05_01chr09g00910
Vitvi05_01chr09g00920_t001	Vitvi05_01chr09g00920
Vitvi05_01chr09g00930_t001	Vitvi05_01chr09g00930
Vitvi05_01chr09g00940_t002	Vitvi05_01chr09g00940
Vitvi05_01chr09g00940_t001	Vitvi05_01chr09g00940
Vitvi05_01chr09g00950_t002	Vitvi05_01chr09g00950
Vitvi05_01chr09g00950_t001	Vitvi05_01chr09g00950
Vitvi05_01chr09g00960_t001	Vitvi05_01chr09g00960
Vitvi05_01chr09g00970_t001	Vitvi05_01chr09g00970
Vitvi05_01chr09g00980_t001	Vitvi05_01chr09g00980
Vitvi05_01chr09g00990_t002	Vitvi05_01chr09g00990
Vitvi05_01chr09g00990_t001	Vitvi05_01chr09g00990
Vitvi05_01chr09g01000_t001	Vitvi05_01chr09g01000
Vitvi05_01chr09g01010_t001	Vitvi05_01chr09g01010
Vitvi05_01chr09g01020_t001	Vitvi05_01chr09g01020
Vitvi05_01chr09g01030_t001	Vitvi05_01chr09g01030
Vitvi05_01chr09g01040_t002	Vitvi05_01chr09g01040
Vitvi05_01chr09g01040_t001	Vitvi05_01chr09g01040
Vitvi05_01chr09g01050_t002	Vitvi05_01chr09g01050
Vitvi05_01chr09g01050_t001	Vitvi05_01chr09g01050
Vitvi05_01chr09g01060_t001	Vitvi05_01chr09g01060
Vitvi05_01chr09g01070_t001	Vitvi05_01chr09g01070
Vitvi05_01chr09g01080_t001	Vitvi05_01chr09g01080
Vitvi05_01chr09g01090_t001	Vitvi05_01chr09g01090
Vitvi05_01chr09g01100_t001	Vitvi05_01chr09g01100
Vitvi05_01chr09g01110_t001	Vitvi05_01chr09g01110
Vitvi05_01chr09g01120_t001	Vitvi05_01chr09g01120
Vitvi05_01chr09g01130_t001	Vitvi05_01chr09g01130
Vitvi05_01chr09g01140_t001	Vitvi05_01chr09g01140
Vitvi05_01chr09g01150_t001	Vitvi05_01chr09g01150
Vitvi05_01chr09g01160_t001	Vitvi05_01chr09g01160
Vitvi05_01chr09g01170_t002	Vitvi05_01chr09g01170
Vitvi05_01chr09g01170_t001	Vitvi05_01chr09g01170
Vitvi05_01chr09g01180_t001	Vitvi05_01chr09g01180
Vitvi05_01chr09g01190_t002	Vitvi05_01chr09g01190
Vitvi05_01chr09g01190_t001	Vitvi05_01chr09g01190
Vitvi05_01chr09g01200_t001	Vitvi05_01chr09g01200
Vitvi05_01chr09g01210_t002	Vitvi05_01chr09g01210
Vitvi05_01chr09g01210_t001	Vitvi05_01chr09g01210
Vitvi05_01chr09g01220_t001	Vitvi05_01chr09g01220
Vitvi05_01chr09g01230_t001	Vitvi05_01chr09g01230
Vitvi05_01chr09g01240_t001	Vitvi05_01chr09g01240
Vitvi05_01chr09g01250_t001	Vitvi05_01chr09g01250
Vitvi05_01chr09g01250_t002	Vitvi05_01chr09g01250
Vitvi05_01chr09g01260_t001	Vitvi05_01chr09g01260
Vitvi05_01chr09g01270_t001	Vitvi05_01chr09g01270
Vitvi05_01chr09g01280_t001	Vitvi05_01chr09g01280
Vitvi05_01chr09g01290_t001	Vitvi05_01chr09g01290
Vitvi05_01chr09g01300_t002	Vitvi05_01chr09g01300
Vitvi05_01chr09g01300_t001	Vitvi05_01chr09g01300
Vitvi05_01chr09g01310_t001	Vitvi05_01chr09g01310
Vitvi05_01chr09g01320_t001	Vitvi05_01chr09g01320
Vitvi05_01chr09g01330_t001	Vitvi05_01chr09g01330
Vitvi05_01chr09g01340_t001	Vitvi05_01chr09g01340
Vitvi05_01chr09g01350_t001	Vitvi05_01chr09g01350
Vitvi05_01chr09g01360_t002	Vitvi05_01chr09g01360
Vitvi05_01chr09g01360_t001	Vitvi05_01chr09g01360
Vitvi05_01chr09g01370_t001	Vitvi05_01chr09g01370
Vitvi05_01chr09g01380_t001	Vitvi05_01chr09g01380
Vitvi05_01chr09g01390_t001	Vitvi05_01chr09g01390
Vitvi05_01chr09g01400_t001	Vitvi05_01chr09g01400
Vitvi05_01chr09g01410_t001	Vitvi05_01chr09g01410
Vitvi05_01chr09g01420_t001	Vitvi05_01chr09g01420
Vitvi05_01chr09g01430_t001	Vitvi05_01chr09g01430
Vitvi05_01chr09g01440_t001	Vitvi05_01chr09g01440
Vitvi05_01chr09g01450_t002	Vitvi05_01chr09g01450
Vitvi05_01chr09g01450_t001	Vitvi05_01chr09g01450
Vitvi05_01chr09g01460_t001	Vitvi05_01chr09g01460
Vitvi05_01chr09g01470_t001	Vitvi05_01chr09g01470
Vitvi05_01chr09g01480_t001	Vitvi05_01chr09g01480
Vitvi05_01chr09g01490_t001	Vitvi05_01chr09g01490
Vitvi05_01chr09g01500_t001	Vitvi05_01chr09g01500
Vitvi05_01chr09g01510_t001	Vitvi05_01chr09g01510
Vitvi05_01chr09g01520_t001	Vitvi05_01chr09g01520
Vitvi05_01chr09g01530_t001	Vitvi05_01chr09g01530
Vitvi05_01chr09g01540_t001	Vitvi05_01chr09g01540
Vitvi05_01chr09g01550_t001	Vitvi05_01chr09g01550
Vitvi05_01chr09g01560_t001	Vitvi05_01chr09g01560
Vitvi05_01chr09g01570_t001	Vitvi05_01chr09g01570
Vitvi05_01chr09g01580_t001	Vitvi05_01chr09g01580
Vitvi05_01chr09g01590_t001	Vitvi05_01chr09g01590
Vitvi05_01chr09g01600_t001	Vitvi05_01chr09g01600
Vitvi05_01chr09g01610_t002	Vitvi05_01chr09g01610
Vitvi05_01chr09g01610_t001	Vitvi05_01chr09g01610
Vitvi05_01chr09g01620_t001	Vitvi05_01chr09g01620
Vitvi05_01chr09g01630_t001	Vitvi05_01chr09g01630
Vitvi05_01chr09g01640_t001	Vitvi05_01chr09g01640
Vitvi05_01chr09g01650_t001	Vitvi05_01chr09g01650
Vitvi05_01chr09g01660_t001	Vitvi05_01chr09g01660
Vitvi05_01chr09g01670_t001	Vitvi05_01chr09g01670
Vitvi05_01chr09g01680_t001	Vitvi05_01chr09g01680
Vitvi05_01chr09g01690_t001	Vitvi05_01chr09g01690
Vitvi05_01chr09g01700_t001	Vitvi05_01chr09g01700
Vitvi05_01chr09g01700_t002	Vitvi05_01chr09g01700
Vitvi05_01chr09g01710_t001	Vitvi05_01chr09g01710
Vitvi05_01chr09g01720_t001	Vitvi05_01chr09g01720
Vitvi05_01chr09g01730_t001	Vitvi05_01chr09g01730
Vitvi05_01chr09g01740_t001	Vitvi05_01chr09g01740
Vitvi05_01chr09g01750_t002	Vitvi05_01chr09g01750
Vitvi05_01chr09g01750_t001	Vitvi05_01chr09g01750
Vitvi05_01chr09g01760_t001	Vitvi05_01chr09g01760
Vitvi05_01chr09g01770_t002	Vitvi05_01chr09g01770
Vitvi05_01chr09g01770_t001	Vitvi05_01chr09g01770
Vitvi05_01chr09g01780_t001	Vitvi05_01chr09g01780
Vitvi05_01chr09g01790_t001	Vitvi05_01chr09g01790
Vitvi05_01chr09g01800_t001	Vitvi05_01chr09g01800
Vitvi05_01chr09g01810_t001	Vitvi05_01chr09g01810
Vitvi05_01chr09g01820_t001	Vitvi05_01chr09g01820
Vitvi05_01chr09g01830_t001	Vitvi05_01chr09g01830
Vitvi05_01chr09g01840_t001	Vitvi05_01chr09g01840
Vitvi05_01chr09g01850_t001	Vitvi05_01chr09g01850
Vitvi05_01chr09g01860_t001	Vitvi05_01chr09g01860
Vitvi05_01chr09g01870_t001	Vitvi05_01chr09g01870
Vitvi05_01chr09g01880_t001	Vitvi05_01chr09g01880
Vitvi05_01chr09g01890_t001	Vitvi05_01chr09g01890
Vitvi05_01chr09g01900_t001	Vitvi05_01chr09g01900
Vitvi05_01chr09g01910_t002	Vitvi05_01chr09g01910
Vitvi05_01chr09g01910_t001	Vitvi05_01chr09g01910
Vitvi05_01chr09g01920_t002	Vitvi05_01chr09g01920
Vitvi05_01chr09g01920_t001	Vitvi05_01chr09g01920
Vitvi05_01chr09g01930_t001	Vitvi05_01chr09g01930
Vitvi05_01chr09g01940_t001	Vitvi05_01chr09g01940
Vitvi05_01chr09g01950_t001	Vitvi05_01chr09g01950
Vitvi05_01chr09g01960_t001	Vitvi05_01chr09g01960
Vitvi05_01chr09g01970_t002	Vitvi05_01chr09g01970
Vitvi05_01chr09g01970_t001	Vitvi05_01chr09g01970
Vitvi05_01chr09g01980_t001	Vitvi05_01chr09g01980
Vitvi05_01chr09g01990_t002	Vitvi05_01chr09g01990
Vitvi05_01chr09g01990_t001	Vitvi05_01chr09g01990
Vitvi05_01chr09g02000_t001	Vitvi05_01chr09g02000
Vitvi05_01chr09g02010_t001	Vitvi05_01chr09g02010
Vitvi05_01chr09g02020_t001	Vitvi05_01chr09g02020
Vitvi05_01chr09g02020_t002	Vitvi05_01chr09g02020
Vitvi05_01chr09g02030_t001	Vitvi05_01chr09g02030
Vitvi05_01chr09g02040_t001	Vitvi05_01chr09g02040
Vitvi05_01chr09g02050_t001	Vitvi05_01chr09g02050
Vitvi05_01chr09g02060_t001	Vitvi05_01chr09g02060
Vitvi05_01chr09g02070_t002	Vitvi05_01chr09g02070
Vitvi05_01chr09g02070_t001	Vitvi05_01chr09g02070
Vitvi05_01chr09g02080_t001	Vitvi05_01chr09g02080
Vitvi05_01chr09g02090_t001	Vitvi05_01chr09g02090
Vitvi05_01chr09g02100_t001	Vitvi05_01chr09g02100
Vitvi05_01chr09g02110_t001	Vitvi05_01chr09g02110
Vitvi05_01chr09g02120_t002	Vitvi05_01chr09g02120
Vitvi05_01chr09g02120_t001	Vitvi05_01chr09g02120
Vitvi05_01chr09g02130_t002	Vitvi05_01chr09g02130
Vitvi05_01chr09g02130_t001	Vitvi05_01chr09g02130
Vitvi05_01chr09g02140_t001	Vitvi05_01chr09g02140
Vitvi05_01chr09g02150_t002	Vitvi05_01chr09g02150
Vitvi05_01chr09g02150_t001	Vitvi05_01chr09g02150
Vitvi05_01chr09g02160_t002	Vitvi05_01chr09g02160
Vitvi05_01chr09g02160_t001	Vitvi05_01chr09g02160
Vitvi05_01chr09g02170_t001	Vitvi05_01chr09g02170
Vitvi05_01chr09g02180_t001	Vitvi05_01chr09g02180
Vitvi05_01chr09g02190_t001	Vitvi05_01chr09g02190
Vitvi05_01chr09g02200_t001	Vitvi05_01chr09g02200
Vitvi05_01chr09g02210_t001	Vitvi05_01chr09g02210
Vitvi05_01chr09g02220_t001	Vitvi05_01chr09g02220
Vitvi05_01chr09g02220_t002	Vitvi05_01chr09g02220
Vitvi05_01chr09g02230_t001	Vitvi05_01chr09g02230
Vitvi05_01chr09g02240_t001	Vitvi05_01chr09g02240
Vitvi05_01chr09g02250_t001	Vitvi05_01chr09g02250
Vitvi05_01chr09g02260_t002	Vitvi05_01chr09g02260
Vitvi05_01chr09g02260_t001	Vitvi05_01chr09g02260
Vitvi05_01chr09g02270_t001	Vitvi05_01chr09g02270
Vitvi05_01chr09g02280_t002	Vitvi05_01chr09g02280
Vitvi05_01chr09g02280_t001	Vitvi05_01chr09g02280
Vitvi05_01chr09g02290_t001	Vitvi05_01chr09g02290
Vitvi05_01chr09g02300_t002	Vitvi05_01chr09g02300
Vitvi05_01chr09g02300_t001	Vitvi05_01chr09g02300
Vitvi05_01chr09g02310_t001	Vitvi05_01chr09g02310
Vitvi05_01chr09g02320_t002	Vitvi05_01chr09g02320
Vitvi05_01chr09g02320_t001	Vitvi05_01chr09g02320
Vitvi05_01chr09g02330_t001	Vitvi05_01chr09g02330
Vitvi05_01chr09g02330_t002	Vitvi05_01chr09g02330
Vitvi05_01chr09g02340_t001	Vitvi05_01chr09g02340
Vitvi05_01chr09g02350_t001	Vitvi05_01chr09g02350
Vitvi05_01chr09g02350_t002	Vitvi05_01chr09g02350
Vitvi05_01chr09g02360_t001	Vitvi05_01chr09g02360
Vitvi05_01chr09g02370_t001	Vitvi05_01chr09g02370
Vitvi05_01chr09g02380_t001	Vitvi05_01chr09g02380
Vitvi05_01chr09g02390_t001	Vitvi05_01chr09g02390
Vitvi05_01chr09g02400_t002	Vitvi05_01chr09g02400
Vitvi05_01chr09g02400_t001	Vitvi05_01chr09g02400
Vitvi05_01chr09g02410_t001	Vitvi05_01chr09g02410
Vitvi05_01chr09g02410_t002	Vitvi05_01chr09g02410
Vitvi05_01chr09g02420_t001	Vitvi05_01chr09g02420
Vitvi05_01chr09g02430_t001	Vitvi05_01chr09g02430
Vitvi05_01chr09g02440_t001	Vitvi05_01chr09g02440
Vitvi05_01chr09g02450_t001	Vitvi05_01chr09g02450
Vitvi05_01chr09g02460_t002	Vitvi05_01chr09g02460
Vitvi05_01chr09g02460_t001	Vitvi05_01chr09g02460
Vitvi05_01chr09g02470_t002	Vitvi05_01chr09g02470
Vitvi05_01chr09g02470_t001	Vitvi05_01chr09g02470
Vitvi05_01chr09g02480_t001	Vitvi05_01chr09g02480
Vitvi05_01chr09g02490_t001	Vitvi05_01chr09g02490
Vitvi05_01chr09g02500_t001	Vitvi05_01chr09g02500
Vitvi05_01chr09g02510_t002	Vitvi05_01chr09g02510
Vitvi05_01chr09g02510_t001	Vitvi05_01chr09g02510
Vitvi05_01chr09g02520_t001	Vitvi05_01chr09g02520
Vitvi05_01chr09g02530_t001	Vitvi05_01chr09g02530
Vitvi05_01chr09g02540_t001	Vitvi05_01chr09g02540
Vitvi05_01chr09g02550_t001	Vitvi05_01chr09g02550
Vitvi05_01chr09g02560_t001	Vitvi05_01chr09g02560
Vitvi05_01chr09g02570_t001	Vitvi05_01chr09g02570
Vitvi05_01chr09g02580_t001	Vitvi05_01chr09g02580
Vitvi05_01chr09g02580_t002	Vitvi05_01chr09g02580
Vitvi05_01chr09g02590_t001	Vitvi05_01chr09g02590
Vitvi05_01chr09g02600_t001	Vitvi05_01chr09g02600
Vitvi05_01chr09g02600_t002	Vitvi05_01chr09g02600
Vitvi05_01chr09g02610_t001	Vitvi05_01chr09g02610
Vitvi05_01chr09g02610_t002	Vitvi05_01chr09g02610
Vitvi05_01chr09g02620_t001	Vitvi05_01chr09g02620
Vitvi05_01chr09g02630_t001	Vitvi05_01chr09g02630
Vitvi05_01chr09g02640_t001	Vitvi05_01chr09g02640
Vitvi05_01chr09g02650_t001	Vitvi05_01chr09g02650
Vitvi05_01chr09g02660_t001	Vitvi05_01chr09g02660
Vitvi05_01chr09g02670_t001	Vitvi05_01chr09g02670
Vitvi05_01chr09g02680_t001	Vitvi05_01chr09g02680
Vitvi05_01chr09g02690_t002	Vitvi05_01chr09g02690
Vitvi05_01chr09g02690_t001	Vitvi05_01chr09g02690
Vitvi05_01chr09g02700_t001	Vitvi05_01chr09g02700
Vitvi05_01chr09g02710_t001	Vitvi05_01chr09g02710
Vitvi05_01chr09g02720_t001	Vitvi05_01chr09g02720
Vitvi05_01chr09g02730_t001	Vitvi05_01chr09g02730
Vitvi05_01chr09g02740_t001	Vitvi05_01chr09g02740
Vitvi05_01chr09g02750_t001	Vitvi05_01chr09g02750
Vitvi05_01chr09g02760_t001	Vitvi05_01chr09g02760
Vitvi05_01chr09g02760_t002	Vitvi05_01chr09g02760
